Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
ANTH,3010,1,Cultural Anthropolog,0.18,0.35,0.24,0.06,0.06,0.0,0.0,0.12,john coggeshall,False,ANTH-3010,2014
ANTH,3320,1,World Archaeology,0.21,0.32,0.21,0.16,0.05,0.0,0.0,0.05,melissa vogel,False,ANTH-3320,2014
ANTH,3510,1,Biological Anthropol,0.2,0.53,0.13,0.0,0.0,0.0,0.0,0.13,lisa rapaport,False,ANTH-3510,2014
ANTH,3530,1,Forensic Anthropolog,0.3,0.57,0.09,0.04,0.0,0.0,0.0,0.0,katherine weisensee,False,ANTH-3530,2014
ANTH,4660,1,Evolution of Human B,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.2,lisa rapaport,False,ANTH-4660,2014
ANTH,4960,3,Creative Inquiry,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,sharon nagy,False,ANTH-4960,2014
APEC,2020,1,Agric Economics,0.28,0.3,0.33,0.03,0.04,0.0,0.0,0.01,webb smathers,False,APEC-2020,2014
APEC,2020,2,Agric Economics,0.14,0.28,0.28,0.17,0.0,0.0,0.0,0.14,david brian willis,False,APEC-2020,2014
APEC,2050,1,Agric and Society,0.3,0.47,0.23,0.0,0.0,0.0,0.0,0.0,michael vassalos,False,APEC-2050,2014
APEC,2570,1,Nat Res Env Econ,0.15,0.27,0.3,0.12,0.05,0.0,0.0,0.12,david brian willis,False,APEC-2570,2014
APEC,3020,1,Econ of Farm Mgt,0.31,0.37,0.31,0.0,0.0,0.0,0.0,0.0,michael vassalos,False,APEC-3020,2014
APEC,3090,1,Econ Agric Marketing,0.73,0.09,0.16,0.0,0.0,0.0,0.0,0.02,yuliya valentinovna bolotova,False,APEC-3090,2014
APEC,3510,1,Prin of Advertising,0.38,0.52,0.1,0.0,0.0,0.0,0.0,0.0,webb smathers,False,APEC-3510,2014
APEC,3610,1,Int Health Care Econ,0.47,0.41,0.06,0.06,0.0,0.0,0.0,0.0,khoa dang truong,False,APEC-3610,2014
APEC,4900,2,CAFLS Plus Prof. Dev,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.17,thomas scott,False,APEC-4900,2014
ARAB,1010,1,Elementary Arabic I,0.59,0.18,0.0,0.0,0.0,0.0,0.0,0.24,sulafa abou-samra,False,ARAB-1010,2014
ARCH,1010,1,Intro to Arch,0.56,0.36,0.03,0.0,0.01,0.0,0.0,0.05,sallie hambright-belue,False,ARCH-1010,2014
ARCH,2040,1,Hist of Modern Arch,0.38,0.25,0.35,0.03,0.0,0.0,0.0,0.0,robert bruhns,False,ARCH-2040,2014
ARCH,2510,1,Arch Foundations I,0.33,0.56,0.11,0.0,0.0,0.0,0.0,0.0,robert silance,False,ARCH-2510,2014
ARCH,2510,1,Arch Foundations I,0.33,0.56,0.11,0.0,0.0,0.0,0.0,0.0,marianne herr glaser,False,ARCH-2510,2014
ARCH,2510,1,Arch Foundations I,0.33,0.56,0.11,0.0,0.0,0.0,0.0,0.0,robert silance,False,ARCH-2510,2014
ARCH,2510,2,Arch Foundations I,0.73,0.18,0.09,0.0,0.0,0.0,0.0,0.0,joseph choma,False,ARCH-2510,2014
ARCH,2510,2,Arch Foundations I,0.73,0.18,0.09,0.0,0.0,0.0,0.0,0.0,marianne herr glaser,False,ARCH-2510,2014
ARCH,2510,3,Arch Foundations I,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,clarissa mendez,False,ARCH-2510,2014
ARCH,2510,3,Arch Foundations I,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,clarissa mendez,False,ARCH-2510,2014
ARCH,2510,3,Arch Foundations I,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,marianne herr glaser,False,ARCH-2510,2014
ARCH,2510,4,Arch Foundations I,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,marianne herr glaser,False,ARCH-2510,2014
ARCH,2510,4,Arch Foundations I,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,annemarie jacques,False,ARCH-2510,2014
ARCH,2510,4,Arch Foundations I,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,annemarie jacques,False,ARCH-2510,2014
ARCH,2700,1,Structures I,0.42,0.33,0.08,0.08,0.08,0.0,0.0,0.0,dustin graham albright,False,ARCH-2700,2014
ARCH,3510,1,Studio Clemson,0.4,0.53,0.07,0.0,0.0,0.0,0.0,0.0,robert john hogan,False,ARCH-3510,2014
ARCH,3510,2,Studio Clemson,0.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,julie poe wilkerson,False,ARCH-3510,2014
ARCH,3510,2,Studio Clemson,0.42,0.58,0.0,0.0,0.0,0.0,0.0,0.0,robert john hogan,False,ARCH-3510,2014
ARCH,3510,3,Studio Clemson,0.33,0.5,0.08,0.08,0.0,0.0,0.0,0.0,robert john hogan,False,ARCH-3510,2014
ARCH,3510,3,Studio Clemson,0.33,0.5,0.08,0.08,0.0,0.0,0.0,0.0,criss mills,False,ARCH-3510,2014
ARCH,3530,1,Studio Genoa,0.27,0.64,0.09,0.0,0.0,0.0,0.0,0.0,david lee,False,ARCH-3530,2014
ARCH,3540,1,Studio Barcelona,0.88,0.13,0.0,0.0,0.0,0.0,0.0,0.0,ulrike ann-sop heine,False,ARCH-3540,2014
ARCH,3540,1,Studio Barcelona,0.88,0.13,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-3540,2014
ARCH,4010,1,Arch Portfolio,0.39,0.61,0.0,0.0,0.0,0.0,0.0,0.0,martha skinner,False,ARCH-4010,2014
ARCH,4010,2,Arch Portfolio,0.33,0.29,0.29,0.05,0.0,0.0,0.0,0.05,arash soleimani,False,ARCH-4010,2014
ARCH,4120,1,History Research,0.55,0.45,0.0,0.0,0.0,0.0,0.0,0.0,david lee,False,ARCH-4120,2014
ARCH,4120,2,History Research,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,ulrike ann-sop heine,False,ARCH-4120,2014
ARCH,4120,2,History Research,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-4120,2014
ARCH,4140,1,Design Seminar,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,david lee,False,ARCH-4140,2014
ARCH,4160,2,Field Studies,0.78,0.11,0.11,0.0,0.0,0.0,0.0,0.0,ulrike ann-sop heine,False,ARCH-4160,2014
ARCH,4160,2,Field Studies,0.78,0.11,0.11,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-4160,2014
ARCH,6290,2,Arch Graphics,0.78,0.22,0.0,0.0,0.0,0.0,0.0,0.0,lloyd bray,False,ARCH-6290,2014
ARCH,6850,1,H/Th: Arch+Health,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,dina battisto,False,ARCH-6850,2014
ARCH,8210,1,Research Methods,0.63,0.35,0.0,0.0,0.0,0.0,0.0,0.03,dina battisto,False,ARCH-8210,2014
ARCH,8410,1,Arch Studio I,0.44,0.56,0.0,0.0,0.0,0.0,0.0,0.0,peter laurence,False,ARCH-8410,2014
ARCH,8410,2,Arch Studio I,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.13,junichi satoh,False,ARCH-8410,2014
ARCH,8510,1,Design Studio III,0.09,0.82,0.0,0.0,0.0,0.0,0.0,0.09,ulrike ann-sop heine,False,ARCH-8510,2014
ARCH,8510,1,Design Studio III,0.09,0.82,0.0,0.0,0.0,0.0,0.0,0.09,dustin graham albright,False,ARCH-8510,2014
ARCH,8510,2,Design Studio III,0.57,0.43,0.0,0.0,0.0,0.0,0.0,0.0,dustin graham albright,False,ARCH-8510,2014
ARCH,8510,3,Design Studio III,0.38,0.63,0.0,0.0,0.0,0.0,0.0,0.0,dustin graham albright,False,ARCH-8510,2014
ARCH,8510,3,Design Studio III,0.38,0.63,0.0,0.0,0.0,0.0,0.0,0.0,ufuk ersoy,False,ARCH-8510,2014
ARCH,8510,4,Design Studio III,0.29,0.43,0.29,0.0,0.0,0.0,0.0,0.0,dustin graham albright,False,ARCH-8510,2014
ARCH,8510,4,Design Studio III,0.29,0.43,0.29,0.0,0.0,0.0,0.0,0.0,david franco santa-cruz,False,ARCH-8510,2014
ARCH,8600,1,History/Theory I,0.53,0.41,0.0,0.0,0.0,0.0,0.0,0.06,ufuk ersoy,False,ARCH-8600,2014
ARCH,8720,1,Production & Assemb,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,daniel nevin harding,False,ARCH-8720,2014
ARCH,8720,1,Production & Assemb,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,david franco santa-cruz,False,ARCH-8720,2014
ARCH,8790,2,Digtial Manufacturin,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,douglas hecker,False,ARCH-8790,2014
ARCH,8810,1,Pro Practice Survey,0.64,0.33,0.0,0.0,0.0,0.0,0.0,0.03,katherine schwennsen,False,ARCH-8810,2014
ARCH,8890,1,Mentorship,0.82,0.18,0.0,0.0,0.0,0.0,0.0,0.0,ashley jennings,False,ARCH-8890,2014
ARCH,8950,1,A+H Studio: Projects,0.38,0.62,0.0,0.0,0.0,0.0,0.0,0.0,byron malet edwards,False,ARCH-8950,2014
ARCH,8950,1,A+H Studio: Projects,0.38,0.62,0.0,0.0,0.0,0.0,0.0,0.0,david allison,False,ARCH-8950,2014
ART,1050,1,Foundation Drawing I,0.5,0.44,0.06,0.0,0.0,0.0,0.0,0.0,kathleen ann thum,False,ART-1050,2014
ART,1510,1,Foundations Art I,0.8,0.07,0.07,0.07,0.0,0.0,0.0,0.0,alexandra giannell,False,ART-1510,2014
ART,2070,1,Beginning Painting,0.71,0.24,0.06,0.0,0.0,0.0,0.0,0.0,hilary erin siber,False,ART-2070,2014
ART,2110,1,Begin Printmaking,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,laken grace bridges,False,ART-2110,2014
ART,2130,1,Begin Photography,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.14,anderson wrangle,False,ART-2130,2014
ART,2170,1,Beginning Ceramics,0.82,0.09,0.0,0.0,0.0,0.0,0.0,0.09,nina jeanette kawar,False,ART-2170,2014
ART,3550,1,Atelier InSite Creat,0.78,0.11,0.11,0.0,0.0,0.0,0.0,0.0,de woodward-detrich,False,ART-3550,2014
ART,3550,1,Atelier InSite Creat,0.78,0.11,0.11,0.0,0.0,0.0,0.0,0.0,joseph ric manson,False,ART-3550,2014
ART,3550,1,Atelier InSite Creat,0.78,0.11,0.11,0.0,0.0,0.0,0.0,0.0,david detrich,False,ART-3550,2014
ART,4550,1,Atelier InSite Creat,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,david detrich,False,ART-4550,2014
ART,4550,1,Atelier InSite Creat,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,de woodward-detrich,False,ART-4550,2014
